IMDB,ID,Title,Genre,Tags,Director,Cast,Language,Rating
2543472,180095,Wonder (2017) ,"['Drama', 'Family']","['mother son relationship', 'facial deformity', 'interracial relationship', 'marriage', 'father son relationship']",Stephen Chbosky,"['Jacob Tremblay', 'Owen Wilson', 'Izabela Vidovic', 'Julia Roberts', 'Mark Dozlaw', 'Rukiya Bernard', 'Jennifer March', 'Mandy Patinkin', 'Noah Jupe', 'Bryce Gheisar', 'Elle McKinnon', 'Daveed Diggs', 'Ty Consiglio', 'Kyle Breitkopf', 'James A Hughes']",English,8.0
5813808,180097,Christmas Crime Story (2017) ,"['Crime', 'Drama', 'Thriller']",['feature film'],Richard Friedman,"['Adrian Paul', 'Eric Close', 'Mary-Margaret Humes', 'Ashley Romans', 'Tim DeZarn', 'Alex Fernandez', 'Scott Bailey', 'Mark Adair-Rios', 'Neraida Bega', 'Linda Burzynski', 'Vince Lozano', 'Al Burke', 'Aaron Perilo', 'Carlene Moore', 'Sara Castro']",N/A,4.5
5851904,180099,Le grand méchant renard et autres contes... (2017) ,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['based on comic', 'based on comic book', 'based on graphic novel', 'anthropomorphic animal', '2010s']",Patrick Imbert,"['Guillaume Darnault', 'Damien Witecka', 'Kamel Abdessadok', 'Antoine Schoumsky', 'Céline Ronté', 'Violette Samama', 'Jules Bienvenu', 'Augustin Jahn-Sani', 'Boris Rehlinger', 'Guillaume Bouchède', 'Magali Rosenzweig', 'Elise Noiraud', 'Jean-Loup Horwitz', 'Christophe Lemoine', 'Bernard Larmande']",French,7.4
2800356,180101,Benoît Brisefer: Les taxis rouges (2014) ,"['Adventure', 'Comedy', 'Family']","['taxi', 'little boy', 'abduction', 'spaghetti western spoof', 'jump']",Manuel Pradal,"['Gérard Jugnot', 'Jean Reno', 'Thierry Lhermitte', 'Leopold Huet', 'Hippolyte Girardot', 'Evelyne Buyle', 'Michel Taittinger', 'Horatia Taittinger', 'Michelangelo Marchese', ""Toni d'Antonio"", 'Xavier Fagnon', 'Andreas Perschewski', 'Jean-Michel Balthazar', 'Bernard Eylenbosch', 'Nicolas Philippe']",French,4.4
4466864,180103,Les nouvelles aventures d'Aladin (2015) ,['Comedy'],['plan'],Arthur Benzaquen,"['Kev Adams', 'Jean-Paul Rouve', 'Vanessa Guide', 'William Lebghil', 'Audrey Lamy', 'Arthur Benzaquen', 'Eric Judor', 'Michel Blanc', 'Ramzy Bedia', 'Nader Boussandel', 'Fatsah Bouyahmed', 'Laouni Mouhid', 'Cyril Hanouna', 'Michaël Cohen', 'Youssef Hajdi']",French,4.7
0074678,180105,The Incredible Sarah (1976) ,"['Biography', 'Drama', 'History']","['period drama', 'based on real person', 'woman', 'man', 'theatre']",Richard Fleischer,"['Glenda Jackson', 'Daniel Massey', 'Yvonne Mitchell', 'Douglas Wilmer', 'David Langton', 'Simon Williams', 'John Castle', 'Edward Judd', 'Rosemarie Dunham', 'Peter Sallis', 'Bridget Armstrong', 'Margaret Courtenay', 'Maxwell Shaw', 'Patrick Newell', 'Gawn Grainger']",English,5.7
2145426,180107,The Grammar of Happiness (2012) ,"['Documentary', 'Biography']",[],Michael O'Neill,['Daniel Everett'],English,7.8
5782146,180109,Czlowiek z magicznym pudelkiem (2017) ,"['Drama', 'Romance', 'Sci-Fi']",['time travel'],Bodo Kox,"['Olga Boladz', 'Piotr Polak', 'Sebastian Stankiewicz', 'Helena Norowicz', 'Wojciech Zielinski', 'Bartlomiej Firlet', 'Bartosz Cao', 'Anna Konieczna', 'Agata Buzek', 'Arkadiusz Jakubik', 'Bogdan Koca', 'Roma Kox', 'Bartosz Bielenia', 'Bartosz Adamczyk', 'Kamil Tolinski']",Polish,5.6
0106547,180111,David Copperfield (1993) ,"['Family', 'Animation']","['cheese', 'cheese factory', 'vulture', 'robin', 'waterfall']",Don Arioli,"['Sheena Easton', 'Kelly LeBrock', 'Julian Lennon', 'Howie Mandel', 'Joseph Marcell', 'Andrea Martin', 'Michael York', 'Sonja Ball', 'Mark Camacho', 'Richard M Dumont', 'Kathleen Fee', 'Susan Glover', 'A.J. Henderson', 'Arthur Holden', 'Rick Jones']",English,6.4
3150966,180113,Rise of the Footsoldier Part II (2015) ,"['Biography', 'Crime', 'Drama']","['sequel', 'second part']",Ricci Harnett,"['Charlie Heaton', 'Steven Berkoff', 'Craig Fairbrass', 'Luke Mably', 'Terry Stone', 'Ricci Harnett', 'Tygo Gernandt', 'Roland Manookian', 'Nabil Elouahabi', 'Joel Morris', 'Ryan Oliva', 'Andy Linden', 'Jonathan Harden', 'Slaine Kelly', 'Daniel Adegboyega']",English,5.3
0037888,180115,La luna vale un millón (1945) ,['Comedy'],['change'],Florián Rey,"['Miguel Ligero', 'Leonor Fábregas', 'Gonzalo Llorens', 'Matilde Muñoz Sampedro', 'Manuel Arbó', 'José Prada', 'Lolita Valcárcel', 'Alicia Palacios']",Spanish,6.4
0126657,180117,Sesso nero (1980) ,"['Drama', 'Adult']","['unsimulated sex', 'erect penis', 'pornographic film', 'pornographic movie', 'unsimulated blow job']",Joe D'Amato,"['Mark Shannon', 'Annj Goren', 'George Eastman']",Italian,4.6
2938472,180121,Jinsei ga tokimeku katazuke no mahou (2013) ,['Drama'],['tv mini series'],Tôya Satô,"['Yukie Nakama', 'Natsuna', 'Mokomichi Hayami', 'Mitsuko Baishô', 'Bengal', 'Mr. Chin', 'Masakazu Fujiwara', 'Seiji Fukushi', 'Aya Koizumi', 'Takanari Saito', 'Kaoru Sawayama', 'Eito Suda', 'Rio Suda', 'Toshihide Tonesaku', 'Sô Torii']",Japanese,6.5
0291988,180123,Historias mínimas (2002) ,"['Comedy', 'Drama']","['road trip', '2000s', 'traveling salesman', 'pet dog', 'birthday cake']",Carlos Sorin,"['Javier Lombardo', 'Antonio Benedicti', 'Javiera Bravo', 'Mariela Díaz', 'Enrique Otranto', 'María Rosa Cianferoni', 'María del Carmen Jiménez', 'Julia Solomonoff', 'Magín César García', 'Armando Grimaldi', 'Mario Splanguño', 'Rosa Valsecchi', 'Aníbal Maldonado', 'Carlos Montero', 'Laura Vagnoni']",Spanish,7.4
1020559,180125,Patagonia (2010) ,"['Adventure', 'Drama']",['travel'],Marc Evans,"['Matthew Rhys', 'Marta Lubos', 'Nahuel Pérez Biscayart', 'Nia Roberts', 'Matthew Gravelle', 'Rhys Parry Jones', 'Duffy', 'Phylip Hughes', 'Sarita Roccato', 'Claudia Cantero', 'Ricardo Williams', 'Rhodri Meilir', 'Ri Richards', 'Ellen Salisbury', 'Gabriela Ferrero']",Welsh,6.8
0071976,180127,La Patagonia rebelde (1974) ,"['Drama', 'History']","['left wing politics', 'anarchism', 'train', 'patagonia', 'oppression']",Héctor Olivera,"['Pedro Aleandro', 'Héctor Alterio', 'Luis Brandoni', 'Franklin Caicedo', 'Horacio Dener', 'Coco Fossati', 'José María Gutiérrez', ""Fernando Iglesias 'Tacholas'"", 'Alfredo Iglesias', 'Maurice Jouvet', 'Néstor Kirchner', 'Carlos Lasarte', 'Claudio Lucero', 'Mario Luciani', 'Federico Luppi']",Spanish,7.6
3700392,180129,Heidi (2015) ,"['Drama', 'Family']","['grandfather granddaughter relationship', 'death of parents', 'grandmother grandson relationship', 'grandmother granddaughter relationship', 'aunt niece relationship']",Alain Gsponer,"['Anuk Steffen', 'Anna Schinz', 'Lilian Naef', 'Bruno Ganz', 'Peter Jecklin', 'Christoph Gaugler', 'Quirin Agrippi', 'Rebecca Indermaur', 'Monica Gubser', 'Arthur Bühler', 'Marietta Jemmi', 'Peter Lohmeyer', 'Katharina Schüttler', 'Isabelle Ottmann', 'Jella Haase']",German,7.5
3531176,180133,Big Sonia (2016) ,"['Documentary', 'Family', 'History']","['woman', 'holocaust', 'prison', 'leopard print', 'fashion']",Todd Soliday,"['Sonia Warshawski', 'SuEllen Fried', 'Caroline James Kennedy', 'Regina Kort', 'Debbie Warshawski', 'Morrie Warshawski']",English,7.4
0067686,180135,Romansa konjokradice (1971) ,"['Adventure', 'Drama', 'History']","['russian army', 'russia', 'village', 'czar', 'russian captain']",Abraham Polonsky,"['Yul Brynner', 'Eli Wallach', 'Jane Birkin', 'Lainie Kazan', 'David Opatoshu', 'Serge Gainsbourg', 'Henri Serre', 'Linda Veras', 'Marilù Tolo', 'Branko Plesa', 'Vladimir Bacic', 'Branko Spoljar', 'Alenka Rancic', 'Dina Rutic', 'Eugen Verber']",English,5.2
5258850,180137,Au revoir là-haut (2017) ,"['Comedy', 'Crime', 'Drama', 'War']","['jumping from height', 'coffin', 'world war one', 'swindle', 'hospital']",Albert Dupontel,"['Nahuel Pérez Biscayart', 'Albert Dupontel', 'Laurent Lafitte', 'Niels Arestrup', 'Émilie Dequenne', 'Mélanie Thierry', 'Héloïse Balster', 'Philippe Uchan', 'André Marcon', 'Michel Vuillermoz', 'Kyan Khojandi', 'Carole Franck', 'Gilles Gaston-Dreyfus', 'Jacques Mateu', 'Philippe Duquesne']",French,7.5
0087814,180139,Non ci resta che piangere (1984) ,"['Comedy', 'Fantasy']","['leonardo da vinci', 'toscana', 'middle age', 'time travel', 'buddy movie']",Roberto Benigni,"['Massimo Troisi', 'Roberto Benigni', 'Iris Peynado', 'Amanda Sandrelli', 'Carlo Monni', 'Livia Venturini', 'Elisabetta Pozzi', 'Jole Silvani', 'Loris Bazzocchi', 'Nicola Morelli', 'Mario Diano', 'Peter Boom', 'Fiorenzo Serra', 'Stefano Gragnani', 'Galliano Mariani']",Italian,7.7
0322024,180141,Un difetto di famiglia (2002) ,['Comedy'],[],Alberto Simone,"['Nino Manfredi', 'Lino Banfi', 'Carlo Cascone', ""Eleonora D'Urso"", 'Simone Corrente', 'Jayne Ashbourne', 'Adolfo Margiotta', 'Claudio Gregori', 'Ugo Fangareggi', 'Caterina Casini', 'Adrian McCourt', 'Gianni Garko', 'Imma Piro', 'Luciana Turina', 'Cristina Dian']",Italian,6.8
0171000,180143,I promessi sposi             ,['Comedy'],"['tv mini series', 'based on novel']",Anna Marchesini,"['Anna Marchesini', 'Tullio Solenghi', 'Massimo Lopez', 'Pippo Baudo', 'Giuliano Gemma']",Italian,8.3
5112966,180145,Bez granits (2015) ,['Comedy'],['love'],Rezo Gigineishvili,"['Aleksandr Adabashyan', 'Oleg Basilashvili', 'Milos Bikovic', 'Dmitriy Borodiy', 'Anna Chipovskaya', 'Inna Churikova', 'Deni Dadaev', 'Karen Dzhanibekyan', 'Kristina Gololobova', 'Ivan Gordienko', 'Mikhail Inchin', 'Elena Khodzhaeva', 'Liliya Kondrova', 'Egor Koreshkov', 'Ekaterina Kudinskaya']",Russian,6.2
0077230,180147,Bezymyannaya zvezda (1979) ,"['Comedy', 'Drama', 'Romance']",['based on play'],Mikhail Kozakov,"['Igor Kostolevskiy', 'Anastasiya Vertinskaya', 'Mikhail Kozakov', 'Svetlana Kryuchkova', 'Grigoriy Lyampe', 'Irina Savina', 'Mikhail Svetin', 'Alla Budnitskaya', 'Aleksandr Pyatkov', 'Ilya Rutberg', 'Semyon Berlin', 'V. Dorer', 'V. Kurashkina', 'Ye. Telicheyeva']",Russian,8.1
4765604,180149,Pro lyubov (2015) ,"['Comedy', 'Drama']","['infidelity', 'cheating girlfriend', 'betrayal', 'love', 'moscow']",Anna Melikyan,"['Renata Litvinova', 'Kristina Isaykina', 'Mikhail Efremov', 'Mariya Shalayeva', 'Vasiliy Raksha', 'Ravshana Kurkova', 'Keisuke Shibasaki', 'Miyako Shimamura', 'Yuri Kolokolnikov', 'Yulia Snigir', 'Aleksey Filimonov', 'Vladimir Mashkov', 'Aleksandra Bortich', 'Evgeniy Tsyganov', 'Mariya Danilyuk']",Russian,6.4
2124046,180151,Smeshariki: Nachalo (2011) ,['Animation'],"['2010s', 'anthropomorphic animal']",Denis Chernov,"['Vadim Bochanov', 'Sergey Mardar', 'Anton Vinogradov', 'Svetlana Pismichenko', 'Vladimir Postnikov', 'Mikhail Chernyak', 'Kseniya Brzhezovskaya', 'Mikhail Khrustalyov', 'Vladimir Maslakov', 'Andrey Lyovin', 'Elena Shulman', 'Oleg Kulikovich', 'Stanislav Kontsevich', 'Valeriy Solovyov', 'Dzhangir Suleymanov']",Russian,5.8
3748186,180153,"S 8 marta, muzhchiny! (2014) ",['Comedy'],[],Artyom Aksenenko,"['Mariya Berseneva', 'Konstantin Lavysh', 'Maksim Vitorgan', 'Svetlana Ivanova', 'Mikhail Bashkatov', 'Stephen Nelson', 'Vera Alentova', 'Marcin Rój', 'Vladislav Lisovets', 'Kseniya Borodina', 'Dmitriy Koshelev']",Russian,4.3
6599064,180155,L'Opéra (2017) ,['Documentary'],"['behind the scenes', 'paris opera', 'opera', 'strike', 'bull']",Jean-Stéphane Bron,"['Stéphane Lissner', 'Benjamin Millepied']",French,7.0
4466494,180157,Et les mistrals gagnants (2016) ,['Documentary'],"['title based on song', 'beach', 'classroom', 'bathtub', 'rooster']",Anne-Dauphine Julliand,"['Ambre', 'Camille', 'Charles', 'Imad', 'Tugdual']",French,7.5
0248640,180159,Hard Cash (2002) ,"['Action', 'Crime', 'Thriller']","['dead body in a car trunk', 'police corruption', 'prison', 'fbi', 'fbi agent']",Predrag Antonijevic,"['Christian Slater', 'Val Kilmer', 'Sara Downing', 'Vincent Laresca', 'Balthazar Getty', 'Bokeem Woodbine', 'Daryl Hannah', 'Rodney Rowland', 'Holliston Coleman', 'Peter Woodward', 'Michael Anthony Rosas', 'William Forsythe', 'Verne Troyer', 'Milos Milicevic', 'Peter Jason']",English,4.5
3331512,180161,Castello Cavalcanti (2013) ,"['Short', 'Comedy', 'Drama']","['formula one', 'italy', 'telephone call', 'ancestor', 'steering wheel']",Wes Anderson,"['Jason Schwartzman', 'Giada Colagrande', 'Giorgio Zancolla', 'Paolo Coluccio', 'Silvano Broglia', 'Francesco Bonaccorso', 'Michele de Paolo', 'Igino Angelini', 'Livia La Terza', 'Giampolo Pietraforte', 'Andrea Troiani', 'Massimiliano Ubaldi', 'Francesco Zippel', 'Riccardo Rango', 'Niccolo Riso']",Italian,7.2
1692197,180163,Stanley Pickle (2010) ,"['Animation', 'Short', 'Sci-Fi']","['clockwork', 'toast', 'sliding', 'coming of age', 'malfunction']",Victoria Mather,"['Drew Caiden', 'Haruka Abe', 'Nadia Morgan', 'Gareth Brierley']",English,7.1
2241083,180165,Chinti (2012) ,"['Animation', 'Short']",[],Natalia Mirzoyan,"['Anna Parandey', 'Dzhangir Suleymanov', 'Sergey Mardar', 'Bastien Dubois', 'Patrícia Figueiredo', 'Leandro Bento', 'Cláudio Jordão', 'Julieta Rocha', 'Paolo Polesello']",English,7.4
0402247,180173,Hating Alison Ashley (2005) ,['Comedy'],"['teenager', 'male female relationship', 'suburb', 'high school teacher', 'high school play']",Geoff Bennett,"['Saskia Burmeister', 'Tracy Mann', 'Richard Carter', 'Rachael Carpani', 'Abigail Gudgeon', 'Anthony Cleave', 'Jean Kittson', 'Craig McLachlan', 'Holly Myers', 'Babs McMillan', 'William Ten Eyck', 'Frank Bren', 'Delta Goodrem', 'Alex Capelli', 'Katie Fitchett']",English,5.5
2760792,180177,Writer's Block (2013) ,"['Short', 'Drama', 'Mystery']",['woman'],Brandon Polanco,"['Bryan Cranston', 'Lela Edgar', 'Spenser Granese', 'Chaz Rose']",English,5.4
5062438,180179,An Object at Rest (2015) ,"['Animation', 'Short', 'Adventure', 'Comedy', 'Drama']","['mars the planet', 'rock', 'stone', 'civil war', 'space travel']",Seth Boyden,"['Miles Hartfelder', 'Paola Pilnik', 'Sarah Parsons', 'Philip M. Hofman']",English,7.5
0084272,180183,The Love Butcher (1975) ,['Horror'],"['serial murder', 'american horror', 'drive in classic', 'grindhouse film', 'homicidal maniac']",Don Jones,"['James Lemp', 'Kay Neer', 'Jeremiah Beecher', 'Richard Kennedy', 'Robin Sherwood', 'Eve Mac', 'Robert Walter', 'Louis Ojena', 'John Parker', 'Marilyn Jones', 'Joan Vigman', 'Marcus Flower', 'Darlene Chaffee', 'Neal Byers', 'Peter Netzband']",English,5.9
4073676,180185,Comic Book Heaven (2014) ,"['Documentary', 'Short', 'Biography']",[],E.J. McLeavey-Fisher,['Joe Leisner'],English,7.0
1535476,180187,Shokudo katatsumuri (2009) ,['Drama'],['woman'],Mai Tominaga,"['Leon Shibli Ahmad', 'Kyôko Enami', 'Hikari Mitsushima', 'Tomokazu Miura', 'Aiko Nakajima', 'Ko Shibasaki', 'Mirai Shida', 'Miori Takimoto', 'Tetsuji Tanaka', 'Brother Tom', 'Kimiko Yo']",Japanese,6.5
0347334,180191,Blagoslovite zhenshchinu (2003) ,"['Drama', 'Romance']","['love', 'military officer', 'russia', 'poster', 'smoking']",Stanislav Govorukhin,"['Svetlana Khodchenkova', 'Aleksandr Baluev', 'Irina Kupchenko', 'Inna Churikova', 'Olga Beryozkina', 'Aleksandr Mikhaylov', 'Alexandra Kosteniuk', 'Vitaliy Khaev', 'Maksim Galkin', 'Stanislav Govorukhin', 'Evgeniy Zharikov', 'Aleksandr Efimov', 'Vladimir Krylov', 'K. Kuraspediani', 'Anatoliy Kotenyov']",Russian,6.5
4025610,180193,Podstrochnik             ,"['Documentary', 'Biography']",['tv mini series'],Liliana Lungina,['Liliana Lungina'],Russian,7.8
0113515,180195,Kakaya chudnaya igra (1995) ,['Drama'],[],Pyotr Todorovskiy,"['Andrey Ilin', 'Gennadiy Nazarov', 'Denis Konstantinov', 'Gennadiy Mitnik', 'Elena Yakovleva', 'Larisa Udovichenko', 'Nikolay Burlyaev', 'Yuriy Kuznetsov', 'Mikhail Dorozhkin', 'Aleksandr Oleshko', 'Natalya Ryzhikh', 'Mariya Shukshina', 'Dasha Volga']",Russian,6.4
0126737,180197,"Charlemagne, le prince à cheval             ","['Action', 'Adventure', 'Biography', 'Drama', 'War']","['pope', '8th century', 'battle', 'medieval times', 'franc']",Christian Brendel,"['Christian Brendel', 'Gilles Gaston-Dreyfus', 'Anny Duperey', 'Lino Capolicchio', 'Paolo Bonacelli', 'Xavier Deluc', 'Vanni Corbellini', 'Valentine Varela', 'Cris Campion', ""François D'Aubigny"", 'Pier Luigi Misasi', 'Frank Finlay', 'Peter Sattmann', 'Helmut Griem', 'Sergio Fantoni', 'Iván Kamarás']",French,7.1
5648036,180199,Ji zhi zhui ji (2017) ,"['Action', 'Thriller']",['agent'],Charles Martin,"['Orlando Bloom', 'Lei Wu', 'Simon Yam', 'Hannah Quinlivan', 'Lynn Xiong', 'Jing Liang', 'Da Ying', 'Rong Chang', 'Xing Yu', 'Thomas Price', 'Ruoxi Wang', 'Lyon Zhang', 'Zhengfu Yi', 'Xiyuan Zhang', 'Guansong Huang']",English,4.7
1090782,180201,Chaiya (2007) ,"['Action', 'Drama']","['fighting', 'muay thai', 'martial arts', 'corruption', 'kickboxing']",Kongkiat Khomsiri,"['Akara Amarttayakul', 'Danny Arroyo', 'Sonthaya Chitmanee', 'Don Ferguson', 'Saengthong Gate-Uthong', 'Prawit Kittichantheera', 'Phreeta Kongpetch', 'David La Haye', 'Samart Payukaroon', 'Thawatchai Phanpakdee', 'Gigi Velicitat', 'Wendy Alane Wright']",Thai,6.2
0077240,180203,Los bingueros (1979) ,['Comedy'],"['local blockbuster', 'vice', 'game', 'debt', 'bingo']",Mariano Ozores,"['Andrés Pajares', 'Fernando Esteso', 'Antonio Ozores', 'África Pratt', 'Isabel Luque', 'Roxana Dupre', 'Norma Duval', 'Rafael Alonso', 'Adrián Ortega', 'Luis Barbero', 'Pilar Muñoz', 'Florinda Chico', 'Francisco Jarque', 'Mir Ferry', 'Rosa Morata']",Spanish,5.4
0021815,180205,Drácula (1931) ,"['Drama', 'Fantasy', 'Horror']","['dracula', 'vampire', 'character name in title', 'alternate version', 'universal classic monster']",George Melford,"['Carlos Villarías', 'Lupita Tovar', 'Barry Norton', 'Pablo Álvarez Rubio', 'Eduardo Arozamena', 'José Soriano Viosca', 'Carmen Guerrero', 'Amelia Senisterra', 'Manuel Arbó']",Spanish,7.2
0164039,180207,Gone in a Heartbeat (1996) ,['Drama'],"['snow', 'winter', 'survival', 'restaurant', 'ransom']",Jerry Jameson,"['Michael Tucker', 'Jill Eikenberry', 'James Marsden', 'Shane Meier', 'Michael MacRae', 'Robert Wisden', 'Jerry Wasserman', 'Donna Larson', 'Gordon Michael Woolvett', 'Enid-Raye Adams', 'David Castro', 'Colin A. Campbell', 'Mark Holden', 'Paul Cowling', 'Stephanie Anne Mills']",English,5.3
0200659,180211,Ghostwatch (1992) ,"['Drama', 'Horror', 'Mystery', 'Thriller']","['fake documentary', '1990s', 'controversial', 'film crew', 'irony']",Lesley Manning,"['Michael Parkinson', 'Sarah Greene', 'Mike Smith', 'Craig Charles', 'Gillian Bevan', 'Brid Brennan', 'Michelle Wesson', 'Cherise Wesson', 'Chris Miller', 'Mike Aiton', 'Mark Lewis', 'Linda Broughton', 'Katherine Stark', 'Derek Smee', 'Roger Tebb']",English,7.6
0435181,180213,Manners of Dying (2004) ,['Drama'],"['execution', 'multiple storyline', 'death row', 'death penalty', 'battle of wits']",Jeremy Peter Allen,"['Roy Dupuis', 'Serge Houde', 'Tony Robinow', 'Vlasta Vrana', 'Gregory Hlady', 'Kevin McCoy', 'Yves Charbonney', 'Ron Devost', 'Burt Jardin', 'John Maclaren', 'Alexandre Makombo', 'Cheryl Rimmer', 'Ken Slade', 'Claude Vallières', 'Christopher James Yarwood']",English,7.0
