IMDB,ID,Title,Genre,Tags,Director,Cast,Language,Rating
4494382,202289,Condorito: La Película (2017) ,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']","['based on comic book', 'alien abduction', 'boyfriend girlfriend relationship', 'friendship between men', 'drunk']",Alex Orrelle,"['Omar Chaparro', 'Jessica Cediel', 'Cristián de la Fuente', 'Jey Mammon', 'Coco Legrand', 'Mathías Brivio', 'Francisco Colmenero', 'Ignacio Ochoa', 'Tom Fahn', 'Michelle Ruff', 'Michael Sorich', 'Ren Mortensen', 'Allegra Clark', 'Chris Tergliafera', 'Jake Eberle']",Spanish,5.2
1629319,202291,La venganza de Ira Vamp (2010) ,['Comedy'],"['psychotronic film', 'opera singing', 'same actor playing two characters', 'spirit', 'mansion']",Álvaro Sáenz de Heredia,"['Josema Yuste', 'Florentino Fernández', 'Javivi', 'Chiquito de la Calzada', 'Natalia Ruiz', 'Paula Galimberti', 'Julio Tejela', 'Mireia Canalda', 'Isabel Arcos', 'Rolando Pedro Robert', 'Dalma Maradona', 'Yulia Demóss']",Spanish,3.6
8965432,202293,John & Yoko: Above Us Only Sky (2018) ,['Documentary'],[],Michael Epstein,"['John Lennon', 'Diana Robertson', 'Ray Connolly', 'Julian Lennon', 'Dan Richter', 'Eddie Veale', 'Phil Spector', 'Jim Keltner', 'Kieron Murphy', 'Nicky Hopkins', 'George Harrison', 'Alan White', 'Klaus Voormann', 'Dick Cavett', 'John Dunbar']",English,7.4
0058650,202297,Thomas l'imposteur (1965) ,['Drama'],"['death by gunshot', 'mythomania', 'animal on fire', 'horse set on fire', 'nephew']",Georges Franju,"['Emmanuelle Riva', 'Jean Servais', 'Fabrice Rouleau', 'Sophie Darès', 'Rosy Varte', 'Bernard Lavalette', 'Jean-Roger Caussimon', 'Hélène Dieudonné', 'Jean Ozenne', 'Serge Rousseau', 'Jean Henry', 'André Méliès', 'Raymond Jourdan', 'Jean Magis', 'Claudine Dalmas']",French,6.4
0052328,202299,La tête contre les murs (1959) ,['Drama'],"['epileptic', 'epilepsy', 'hanging', 'hanging body', 'suicide']",Georges Franju,"['Pierre Brasseur', 'Paul Meurisse', 'Jean-Pierre Mocky', 'Anouk Aimée', 'Jean Galland', 'Jean Ozenne', 'Thomy Bourdelle', 'Rudy Lenoir', 'Roger Legris', 'Henri San Juan', 'Edith Scob', 'René Alié', 'Luc Andrieux', 'Doudou Babet', 'Claude Badolle']",French,7.0
0056581,202301,Thérèse Desqueyroux (1962) ,['Drama'],"['postpartum depression', 'medicine', 'wife murders husband', 'dereliction', 'lie of omission']",Georges Franju,"['Emmanuelle Riva', 'Philippe Noiret', 'Edith Scob', 'Sami Frey', 'Renée Devillers', 'Jeanne Pérez', 'Hélène Dieudonné', 'Richard Saint-Bris', 'Jean-Jacques Rémy', 'Harry Vardier', 'Jacques Monod', 'Lucien Nat', 'Daniel Villattes']",French,7.2
0099677,202303,The Golden Boat (1990) ,"['Adventure', 'Comedy', 'Crime', 'Fantasy']","['multiple stabbings', 'black comedy', 'absurdism', 'manhattan new york city', 'new york city']",Raoul Ruiz,"['Michael Kirby', 'Federico Muchnik', 'Brett Alexander', 'Mary Hestand', 'Michael Stumm', 'Kate Valk', 'István Bálint', 'Karl Soderstrum', 'Steve Max Grenyo', 'Anna Köhler', 'Jim Jarmusch', 'Barbet Schroeder', 'Kathy Acker', 'Vito Acconci', 'Angelo Orlando']",English,6.8
2707722,202305,In Embryo (2016) ,"['Drama', 'Romance']",['women'],Ulrich Thomsen,"['Ross McCall', 'Kristen Hager', 'Ulrich Thomsen', 'A Martinez', 'Gareth Williams', 'Zahn McClarnon', 'David Fine', 'Bobby Nish', 'Angelita Franco', 'Lauren Caster', 'Richard Gleason', 'Timothy Lee DePriest', 'Joel McKinnon Miller', 'Elizabeth Greer', 'Annie Korzen']",English,6.3
0103111,202315,Hard to Die (1990) ,"['Action', 'Comedy', 'Horror', 'Thriller']","['slasher', 'woman in shower', 'machine gun', 'janitor', 'shootout']",Jim Wynorski,"['Gail Thackray', 'Karen Mayo-Chandler', 'Deborah Dutch', 'Melissa Moore', 'Bridget Carney', 'Jürgen Baum', 'Toni Naples', 'Don Key', 'Forrest J. Ackerman', 'Carolet Girard', 'J.B. Rogers', 'Domonic Muir', 'Eric Baum', 'Amelia Sheridan', 'Bob Sheridan']",English,5.0
9068100,202317,Répertoire des villes disparues (2019) ,"['Comedy', 'Drama', 'Fantasy', 'Mystery']",['car'],Denis Côté,"['Robert Naylor', 'Josée Deschênes', 'Jean-Michel Anctil', 'Larissa Corriveau', 'Diane Lavallée', 'Rémi Goulet', 'Jocelyne Zucco', 'Normand Carrière', 'Hubert Proulx', 'Rachel Graton', 'Philippe Charrette', 'Sharon Ibgui', 'André Richard', 'Ted Pluviose', 'Jean Marchand']",French,6.4
6733368,202319,Uso wo aisuru onna (2017) ,"['Drama', 'Mystery', 'Romance']","['private detective', 'man in a coma', 'boyfriend in a coma', 'lighthouse', 'hidden treasure']",Kazuhito Nakae,"['Masami Nagasawa', 'Issey Takahashi', 'Daigo Naito', 'Rina Kawaei', 'Hitomi Kuroki', 'Kôtarô Yoshida']",Japanese,6.4
5689446,202323,Chernobyl 30 Years On: Nuclear Heritage (2015) ,['Documentary'],['accident'],Daniel Baar,"['Dwight D. Eisenhower', 'Sergey Kondratenko', 'Vladimir Usatenko', 'Marlies Philipp', 'Victor Zalizetskyi', 'Dirk Laske', 'Aleksandr Syrota', 'Anatoliy Chumak', 'Leonid Denishchuk', 'Monika Hotopp', 'Igor Petrenko']",Russian,5.7
7921248,202325,La Gomera (2019) ,"['Comedy', 'Crime']","['canary islands', 'police detective', 'policeman', 'police officer', 'police']",Corneliu Porumboiu,"['Vlad Ivanov', 'Catrinel Marlon', 'Rodica Lazar', 'Agustí Villaronga', 'Sabin Tambrea', 'István Téglás', 'Cristóbal Pinto', 'Antonio Buíl', 'George Pistereanu', 'Julieta Szönyi', 'David Agranov', 'Andrei Barbu', 'Libby Brien', 'Andrei Ciopec', 'Sergiu Costache']",Romanian,6.3
1480652,202327,Breaking the Huddle: The Integration of College Football (2008) ,['Documentary'],[],William C. Rhoden,"['Thom Gossom Jr.', 'Howell Raines', 'Martin Luther King', 'Jeff Prugh', ""Eugene 'Bull' Connor"", 'David Briley', 'Ed Krzeminienski', 'Autherine Lucy', 'Jeff Frederick', 'Keith Dunnavant', ""Paul 'Bear' Bryant"", 'Clem Gryska', 'James Meredith', 'Ross Barnett', 'John F. Kennedy']",English,7.5
0077469,202329,Dr. Strange (1978) ,"['Action', 'Fantasy']","['based on comic book', 'marvel comics', 'psychiatrist', 'possession', 'doctor strange character']",Philip DeGuere Jr.,"['Peter Hooten', 'Clyde Kusatsu', 'Jessica Walter', 'Anne-Marie Martin', 'Philip Sterling', 'John Mills', 'June Barrett', 'Sarah Rush', 'Diana Webster', 'Bob Delegall', 'Larry Anderson', 'Blake Marion', 'Lady Rowlands', 'Ines Pedroza', 'Michael Clark']",English,5.3
9815714,202331,The Hard Way (2019) ,['Action'],['soldier'],Keoni Waxman,"['Michael Jai White', 'Luke Goss', 'Randy Couture', 'Madalina Anea', 'Grant Campbell', 'George Remes', 'Ovidiu Niculescu', 'Andreea Diac', 'Michaela Holla', 'Bogdan Farcas', 'Daniel Onuoha', 'Dan Cade', 'Cosmin Dominte', 'Elias Ferkin', 'Adina Stetcu']",English,4.8
7422552,202333,Funny Story (2018) ,"['Comedy', 'Drama']","['father daughter relationship', ""father daughter's lesbian girlfriend relationship"", 'girlfriend girlfriend lesbian relationship', 'lesbian relationship', 'lesbian couple']",Michael J. Gallagher,"['Matthew Glave', 'Emily Bett Rickards', 'Jana Winternitz', 'Nikki Limo', 'Lily Holleman', 'Jessica Diggins', 'Aschleigh Jensen', 'Pete Gardner', 'Reginald VelJohnson', 'Jacob Wysocki', 'Christopher Baskerville', 'Todd Berger', 'Jamie Costa', 'Susan Gallagher', 'Frank Gerrish']",English,5.0
8263936,202335,Le mystère Henri Pick (2019) ,"['Comedy', 'Drama']","['writer', 'tv broadcast', 'television broadcast', 'watching tv', 'watching television']",Rémi Bezançon,"['Fabrice Luchini', 'Camille Cottin', 'Alice Isaaz', 'Bastien Bouillon', 'Josiane Stoléru', 'Astrid Whettnall', 'Marc Fraize', 'Hanna Schygulla', 'Marie-Christine Orry', 'Vincent Winterhalter', 'Florence Muller', 'Philypa Phoenix', 'Lyès Salem', 'Tristan Carné', 'Annie Mercier']",French,6.7
3401962,202341,Einstein and Einstein (2013) ,['Drama'],[],Baoping Cao,"['Xinyue Cao', 'Xu Dai', 'Jinglin Guo', 'Shijia Huang', 'Xin Nie', 'Sophie Zhang', 'Yitong Zhi', 'Zhen Zhou']",N/A,7.5
0106767,202343,Dracula Rising (1993) ,"['Horror', 'Romance']","['cult film', 'vampire', 'waterfall', 'sex scene', 'love']",Fred Gallo,"['Christopher Atkins', 'Stacey Travis', 'Doug Wert', 'Vessela Karlukovska', 'Nikolai Sotirov', 'Zahari Vatahov', 'Desi Stoyanova', 'Stancho Stanchev', 'Nelli Vladova', 'Tara McCann']",English,3.0
0060272,202345,Cyborg 2087 (1966) ,"['Action', 'Drama', 'Sci-Fi', 'Thriller']","['cyborg', 'scientist', '1960s', 'dystopia', 'totalitarianism']",Franklin Adreon,"['Michael Rennie', 'Karen Steele', 'Wendell Corey', 'Warren Stevens', 'Eduard Franz', 'Harry Carey Jr.', 'Adam Roarke', 'Chubby Johnson', 'Tyler MacDuff', 'Dale Van Sickel', 'Troy Melton', 'James Hibbard', 'Sherry Alberoni', 'Betty Jane Royale', 'John Beck']",English,5.3
7427404,202349,Stickman (2017) ,"['Horror', 'Thriller']",[],Sheldon Wilson,"['Hayley Law', 'Sara Garcia', 'Zoé De Grand Maison', 'Erik Knudsen', 'Sarah Fisher', 'Alanna Bale', 'Marianna Phung', 'Patrice Goodman', 'Paulino Nunes', 'Anthony Lemke', 'Valerie Buhagiar', 'Kris Hagen', 'Mary Ditta', 'Beryl Bain', 'Sydney Maclellan']",English,4.4
5257554,202355,Puppet Master: Axis Termination (2017) ,"['Fantasy', 'Horror', 'Sci-Fi', 'War']","['evil toy', 'eleventh part', 'sequel']",Charles Band,"['George Appleby', 'Tonya Kay', 'Kevin Scott Allen', 'Tania Fox', 'Alynxia America', 'Kirsten Ostrenga', 'Daniele Romer', 'Kyle Devero', 'Allen Perada', ""Jean Louise O'Sullivan"", 'Kip Canyon', 'Robert Kern III', 'Mat Cruz', 'Rob Vardaro', 'Becky Rogers']",English,4.0
9369620,202357,Un frère (2018) ,['Drama'],"['gay kiss', 'oral sex', 'masturbate', 'gay friend', 'gay love']",Martin Escoffier,"['Simon Royer', 'Marin Lafitte', 'Oriane Barbaza', 'Iris Gastellu', 'Ambre Rambaud', 'Simon Escoffier', 'Thomas Judes']",French,7.1
10147546,202359,Homecoming: A Film by Beyoncé (2019) ,"['Documentary', 'Music']",['performance'],Beyoncé,"['Beyoncé', 'Joe Brown', 'Marvin Brown', 'Nirine S. Brown', 'Blue Ivy Carter', 'Rumi Carter', 'Sir Carter', 'Jay-Z', 'Venzella Joy', 'Tina Knowles-Lawson', ""Anthony 'Havoc' Marche"", 'Jamal Moore', 'Maria Katre Osler', 'Kendra Oyesanya', 'J Rome']",English,7.4
8060774,202361,L'intervention (2019) ,"['Action', 'Drama', 'History', 'War']","['djibouti', 'bus', 'sniper', 'marksman', 'french history']",Fred Grivois,"['Alban Lenoir', 'Olga Kurylenko', 'Sébastien Lalanne', 'David Murgia', 'Michaël Abiteboul', 'Guillaume Labbé', 'Ben Cura', 'Vincent Perez', 'Josiane Balasko', 'Kevin Layne', 'Andre Pierre', 'Salomé Guerreau', 'Yanisse Lrhorfi', 'Macéo Timmerman-Gabet', 'Nabil Azoufi']",French,6.3
10009796,202363,Kevin Hart: Irresponsible (2019) ,['Comedy'],"['stand up', 'tv special', 'stand up comedy']",Leslie Small,['Kevin Hart'],English,6.5
0064257,202365,Dragnet 1966 (1969) ,"['Crime', 'Drama', 'Thriller']","['los angeles police department', 'dragnet series', 'detective', 'death', 'homicide']",Jack Webb,"['Jack Webb', 'Harry Morgan', 'Vic Perrin', 'Virginia Gregg', 'Gene Evans', 'John Roseboro', 'Bobby Troup', 'Tom Williams', 'Jack Ragotzy', 'Roger Til', 'Jean-Michel Michenaud', 'Bruce Watson', 'Herbert Ellis', 'Eddie Firestone', 'Elizabeth Rogers']",English,7.8
0079112,202369,Eros Hotel (1980) ,['Comedy'],"['turkish bath', 'maid', 'fetishist', 'bet', 'masochist']",Sergio Bergonzelli,"['Violeta Cela', 'Vanessa Hidalgo', 'Daniela Duque', 'Guia Lauri Filzi', 'Denis Klein', 'Ismet Ionouglu', 'Kara Dunsal', 'Ugur Mural', 'Meral Barkina', 'Alfonso Gaita', 'Herbert Hofer']",Spanish,4.2
0060928,202371,Le Saint prend l'affût (1966) ,"['Comedy', 'Crime']","['reference to james bond', 'adventure hero', 'adventurer', 'jujitsu', 'eurospy']",Christian-Jaque,"['Jean Marais', 'Jess Hahn', 'Jean Yanne', 'Danièle Evenou', 'Raffaella Carrà', 'Nerio Bernardi', 'Sylvain Levignac', 'Henri Guégan', 'Ettore Bevilacqua', 'Tiberio Murgia', 'Henri Virlojeux', 'Claudio Gora', 'Darío Moreno', 'Rico Lopez']",French,4.8
0039434,202373,Gran Casino (1947) ,"['Drama', 'Musical']","['singer', 'sister', 'disappearance', 'oil well', 'casino']",Luis Buñuel,"['Libertad Lamarque', 'Jorge Negrete', 'Meche Barba', 'Agustín Isunza', 'Julio Villarreal', 'José Baviera', 'Alfonso Bedoya', 'Francisco Jambrina', 'Fernande Albany', 'Charles Rooner', 'Bertha Lehar', 'Trío Calaveras']",Spanish,5.9
