movieId,imdbId,title,genres,year
239,113198,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995
240,113303,Hideaway,Thriller,1995
241,113089,Fluke,Children|Drama,1995
242,109771,Farinelli: il castrato,Drama|Musical,1994
243,113199,Gordy,Children|Comedy|Fantasy,1995
244,113234,Gumby: The Movie,Animation|Children,1995
245,109906,The Glass Shield,Crime|Drama,1994
246,110057,Hoop Dreams,Documentary,1994
247,110005,Heavenly Creatures,Crime|Drama,1994
248,110066,Houseguest,Comedy,1994
249,110116,Immortal Beloved,Drama|Romance,1994
250,110006,Heavyweights,Children|Comedy,1995
251,113360,The Hunted,Action,1995
252,110099,I.Q.,Comedy|Romance,1994
253,110148,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,1994
254,113463,Jefferson in Paris,Drama,1995
255,110189,The Jerky Boys,Comedy,1995
256,110216,Junior,Comedy|Sci-Fi,1994
257,113501,Just Cause,Mystery|Thriller,1995
258,113538,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,1995
259,113552,Kiss of Death,Crime|Drama|Thriller,1995
260,76759,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977
261,110367,Little Women,Drama,1994
262,113670,"Little Princess, A",Children|Drama,1995
263,110296,Ladybird Ladybird,Drama,1994
264,109731,"Enfer, L'",Drama,1994
265,103994,Like Water for Chocolate,Drama|Fantasy|Romance,1992
266,110322,Legends of the Fall,Drama|Romance|War|Western,1994
267,110443,Major Payne,Comedy,1995
268,110365,Little Odessa,Crime|Drama,1994
269,107566,My Crazy Life,Drama,1993
270,110391,Love Affair,Drama|Romance,1994
271,113691,Losing Isaiah,Drama,1995
272,110428,The Madness of King George,Comedy|Drama,1994
273,109836,Mary Shelley's Frankenstein,Drama|Horror|Sci-Fi,1994
274,113755,Man of the House,Comedy,1995
275,110538,Mixed Nuts,Comedy,1994
276,110516,Milk Money,Comedy|Romance,1994
277,110527,Miracle on 34th Street,Drama,1994
278,113808,Miami Rhapsody,Comedy,1995
279,113896,My Family,Drama,1995
280,113870,Murder in the First,Drama|Thriller,1995
281,110684,Nobody's Fool,Comedy|Drama|Romance,1994
282,110638,Nell,Drama,1994
283,113967,New Jersey Drive,Crime|Drama,1995
284,117169,New York Cop,Action|Crime,1993
285,106402,Beyond Bedlam,Drama|Horror,1993
286,113948,Nemesis 2: Nebula,Action|Sci-Fi|Thriller,1995
287,110671,Nina Takes a Lover,Comedy|Romance,1994
288,110632,Natural Born Killers,Action|Crime|Thriller,1994
289,110737,Only You,Comedy|Romance,1994
290,110729,Once Were Warriors,Crime|Drama,1994
292,114069,Outbreak,Action|Drama|Sci-Fi|Thriller,1995
293,110413,Léon: The Professional,Action|Crime|Drama|Thriller,1994
294,114113,The Perez Family,Comedy|Romance,1995
295,114210,"Pyromaniac's Love Story, A",Comedy|Romance,1995
296,110912,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994
297,114084,Panther,Drama,1995
298,105652,Pushing Hands,Drama,1992
299,110889,Priest,Drama,1994
300,110932,Quiz Show,Drama,1994
301,114129,Picture Bride,Drama|Romance,1994
302,110963,Queen Margot,Drama|Romance,1994
303,114214,The Quick and the Dead,Action|Thriller|Western,1995
304,114296,Roommates,Comedy|Drama,1995
305,110907,Ready to Wear,Comedy,1994
306,111495,Three Colors: Red,Drama,1994
307,108394,Three Colors: Blue,Drama,1993
308,111507,Three Colors: White,Comedy|Drama,1994
309,110769,"Red Firecracker, Green Firecracker",Drama,1994
310,114268,Rent-a-Kid,Comedy,1995
311,110965,Relative Fear,Horror|Thriller,1994
312,114571,Stuart Saves His Family,Comedy,1995
313,111333,The Swan Princess,Animation|Children,1994
314,111112,The Secret of Roan Inish,Children|Drama|Fantasy|Mystery,1994
315,111255,The Specialist,Action|Drama|Thriller,1994
316,111282,Stargate,Action|Adventure|Sci-Fi,1994
317,111070,The Santa Clause,Comedy|Drama|Fantasy,1994
318,111161,The Shawshank Redemption,Crime|Drama,1994
319,111149,Shallow Grave,Comedy|Drama|Thriller,1994
320,108260,Suture,Film-Noir|Thriller,1993
321,106966,Strawberry and Chocolate,Drama,1993
322,114594,Swimming with Sharks,Comedy|Drama,1995
324,111309,The Sum of Us,Comedy|Drama,1994
325,113936,National Lampoon's Senior Trip,Comedy,1995
326,110081,To Live,Drama,1994
327,114614,Tank Girl,Action|Comedy|Sci-Fi,1995
328,114608,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,1995
329,111280,Star Trek: Generations,Adventure|Drama|Sci-Fi,1994
330,114609,Tales from the Hood,Action|Crime|Horror,1995
331,111454,Tom & Viv,Drama,1994
332,114852,Village of the Damned,Horror|Sci-Fi,1995
333,114694,Tommy Boy,Comedy,1995
334,111590,Vanya on 42nd Street,Drama,1994
335,114788,Underneath,Mystery|Thriller,1995
336,114888,The Walking Dead,Drama|War,1995
337,108550,What's Eating Gilbert Grape,Drama,1993
338,114857,Virtuosity,Action|Sci-Fi|Thriller,1995
339,114924,While You Were Sleeping,Comedy|Romance,1995
340,111667,The War,Adventure|Drama|War,1994
341,109655,Double Happiness,Drama,1994
342,110598,Muriel's Wedding,Comedy,1994
343,112435,The Baby-Sitters Club,Children,1995
344,109040,Ace Ventura: Pet Detective,Comedy,1994
345,109045,"The Adventures of Priscilla, Queen of the Desert",Comedy|Drama,1994
346,106339,Backbeat,Drama|Musical,1993
347,104779,Bitter Moon,Drama|Film-Noir|Romance,1992
348,109348,Bullets Over Broadway,Comedy,1994
349,109444,Clear and Present Danger,Action|Crime|Drama|Thriller,1994
350,109446,The Client,Drama|Mystery|Thriller,1994
351,109484,"Corrina, Corrina",Comedy|Drama|Romance,1994
352,109504,Crooklyn,Comedy|Drama,1994
353,109506,The Crow,Action|Crime|Fantasy|Thriller,1994
354,109450,Cobb,Drama,1994
355,109813,The Flintstones,Children|Comedy|Fantasy,1994
356,109830,Forrest Gump,Comedy|Drama|Romance|War,1994
357,109831,Four Weddings and a Funeral,Comedy|Romance,1994
358,113305,Higher Learning,Drama,1995
359,110091,I Like It Like That,Comedy|Drama|Romance,1994
360,110093,I Love Trouble,Action|Comedy,1994
361,110167,It Could Happen to You,Comedy|Drama|Romance,1994
362,110213,The Jungle Book,Adventure|Children|Romance,1994
363,107472,"The Wonderful, Horrible Life of Leni Riefenstahl",Documentary,1993
364,110357,The Lion King,Adventure|Animation|Children|Drama|Musical|IMAX,1994
365,107426,Little Buddha,Drama,1993
366,111686,Wes Craven's New Nightmare,Drama|Horror|Mystery|Thriller,1994
367,110475,The Mask,Action|Comedy|Crime|Fantasy,1994
368,110478,Maverick,Adventure|Comedy|Western,1994
369,110588,Mrs. Parker and the Vicious Circle,Drama,1994
370,110622,Naked Gun 33 1/3: The Final Insult,Action|Comedy,1994
371,110771,The Paper,Comedy|Drama,1994
372,110950,Reality Bites,Comedy|Drama|Romance,1994
373,105226,Red Rock West,Thriller,1992
374,110989,Richie Rich,Children|Comedy,1994
375,111054,Safe Passage,Drama,1994
376,110997,The River Wild,Action|Thriller,1994
377,111257,Speed,Action|Romance|Thriller,1994
378,111256,Speechless,Comedy|Romance,1994
379,111438,Timecop,Action|Sci-Fi|Thriller,1994
380,111503,True Lies,Action|Adventure|Comedy|Romance|Thriller,1994
381,111693,When a Man Loves a Woman,Drama|Romance,1994
382,111742,Wolf,Drama|Horror|Romance|Thriller,1994
383,111756,Wyatt Earp,Western,1994
384,112443,Bad Company,Action|Crime|Drama,1995
385,110455,"Man of No Importance, A",Drama,1994
386,111048,S.F.W.,Drama,1994
387,110399,"Low Down Dirty Shame, A",Action|Comedy,1994
388,112570,Boys Life,Drama,1995
389,109454,"Colonel Chabert, Le",Drama|Romance|War,1994
390,59170,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,1965
391,110186,Jason's Lyric,Crime|Drama,1994
392,108069,The Secret Adventures of Tom Thumb,Adventure|Animation,1993
393,111301,Street Fighter,Action|Adventure|Fantasy,1994
394,112702,Coldblooded,Comedy,1995
395,112849,Desert Winds,Drama|Fantasy|Romance,1995
396,113014,Fall Time,Drama,1995
397,113043,The Fear,Horror,1995
398,113104,Frank and Ollie,Documentary,1995
399,113173,Girl in the Cadillac,Drama,1995
400,113319,Homage,Drama,1995
401,113827,Mirage,Action|Thriller,1995
402,114047,Open Season,Comedy,1996
403,112889,Two Crimes,Comedy|Crime|Drama,1995
404,109339,Brother Minister: The Assassination of Malcolm X,Documentary,1994
405,110027,Highlander III: The Sorcerer,Action|Fantasy,1994
406,109785,Federal Hill,Drama,1994
407,113409,In the Mouth of Madness,Horror|Thriller,1995
408,109021,8 Seconds,Drama,1994
409,109035,Above the Rim,Crime|Drama,1994
410,106220,Addams Family Values,Children|Comedy|Fantasy,1993
411,111804,Martin Lawrence: You So Crazy,Comedy|Documentary,1994
412,106226,The Age of Innocence,Drama,1993
413,109068,Airheads,Comedy,1994
414,109067,The Air Up There,Comedy,1994
415,106292,Another Stakeout,Comedy|Thriller,1993
416,109198,Bad Girls,Western,1994
417,109219,Barcelona,Comedy|Romance,1994
418,106379,Being Human,Drama,1993
419,106400,The Beverly Hillbillies,Comedy,1993
420,109254,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,1994
421,109279,Black Beauty,Adventure|Children|Drama,1994
422,109297,Blink,Thriller,1994
423,109303,Blown Away,Action|Thriller,1994
424,109305,Blue Chips,Drama,1994
425,109306,Blue Sky,Drama|Romance,1994
426,106452,Body Snatchers,Horror|Sci-Fi|Thriller,1993
427,106471,Boxing Helena,Drama|Mystery|Romance|Thriller,1993
428,106489,"Bronx Tale, A",Drama,1993
429,109361,Cabin Boy,Comedy,1994
430,106505,Calendar Girl,Comedy|Drama,1993
431,106519,Carlito's Way,Crime|Drama,1993
432,109439,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,1994
433,109443,Clean Slate,Comedy,1994
434,106582,Cliffhanger,Action|Adventure|Thriller,1993
435,106598,Coneheads,Comedy|Sci-Fi,1993
436,109456,Color of Night,Drama|Thriller,1994
437,109480,Cops and Robbersons,Comedy,1994
438,109493,The Cowboy Way,Action|Comedy|Drama,1994
439,106660,Dangerous Game,Drama,1993
440,106673,Dave,Comedy|Romance,1993
441,106677,Dazed and Confused,Comedy,1993
442,106697,Demolition Man,Action|Adventure|Sci-Fi,1993
443,109729,The Endless Summer 2,Adventure|Documentary,1994
444,106834,Even Cowgirls Get the Blues,Comedy|Romance,1993
445,106873,Fatal Instinct,Comedy,1993
446,106332,Farewell My Concubine,Drama|Romance,1993
447,109783,The Favor,Comedy|Romance,1994
448,106881,Fearless,Drama,1993
449,106880,Fear of a Black Hat,Comedy,1994
450,111732,With Honors,Comedy|Drama,1994
451,106926,Flesh and Bone,Drama|Mystery|Romance,1993
452,111712,Widows' Peak,Drama,1994
453,106941,For Love or Money,Comedy|Romance,1993
454,106918,The Firm,Drama|Thriller,1993
455,106965,Free Willy,Adventure|Children|Drama,1993
456,109842,Fresh,Crime|Drama|Thriller,1994
457,106977,The Fugitive,Thriller,1993
458,107004,Geronimo: An American Legend,Drama|Western,1993
459,109890,The Getaway,Action|Adventure|Crime|Drama|Romance|Thriller,1994
460,109891,Getting Even with Dad,Comedy,1994
461,109913,Go Fish,Drama|Romance,1994
462,109920,"Good Man in Africa, A",Action|Adventure,1994
463,107057,Guilty as Sin,Crime|Drama|Thriller,1993
464,107076,Hard Target,Action|Adventure|Crime|Thriller,1993
465,107096,Heaven & Earth,Action|Drama|War,1993
466,107144,Hot Shots! Part Deux,Action|Comedy|War,1993
467,113674,Live Nude Girls,Comedy,1995
468,112966,The Englishman Who Went Up a Hill But Came Down a Mountain,Comedy|Romance,1995
469,107151,The House of the Spirits,Drama|Romance,1993
470,110064,House Party 3,Comedy,1994
471,110074,The Hudsucker Proxy,Comedy,1994
472,110097,I'll Do Anything,Comedy|Drama,1994
473,110123,In the Army Now,Comedy|War,1994
474,107206,In the Line of Fire,Action|Thriller,1993
475,107207,In the Name of the Father,Drama,1993
476,110137,The Inkwell,Comedy|Drama,1994
477,108551,What's Love Got to Do with It?,Drama|Musical,1993
478,110197,Jimmy Hollywood,Comedy|Crime|Drama,1994
479,107286,Judgment Night,Action|Crime|Thriller,1993
480,107290,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1993
481,107302,Kalifornia,Drama|Thriller,1993
482,110265,Killing Zoe,Crime|Drama|Thriller,1994
483,107322,King of the Hill,Drama,1993
484,110305,Lassie,Adventure|Children,1994
485,107362,Last Action Hero,Action|Adventure|Comedy|Fantasy,1993
486,107413,Life with Mikey,Comedy,1993
487,110353,Lightning Jack,Comedy|Western,1994
488,107468,M. Butterfly,Drama|Romance,1993
489,107478,Made in America,Comedy,1993
490,107497,Malice,Thriller,1993
491,107501,The Man Without a Face,Drama,1993
492,107507,Manhattan Murder Mystery,Comedy|Mystery,1993
493,107554,Menace II Society,Action|Crime|Drama,1993
494,116253,Executive Decision,Action|Adventure|Thriller,1996
495,74102,In the Realm of the Senses,Drama,1976
496,111689,What Happened Was...,Comedy|Drama|Romance|Thriller,1994
497,107616,Much Ado About Nothing,Comedy|Romance,1993
498,107611,Mr. Jones,Drama|Romance,1993
499,107613,Mr. Wonderful,Comedy|Romance,1993
500,107614,Mrs. Doubtfire,Comedy|Drama,1993
501,107653,Naked,Drama,1993
502,110657,The Next Karate Kid,Action|Children|Romance,1994
503,110649,The New Age,Drama,1994
504,110678,No Escape,Action|Drama|Sci-Fi,1994
505,110687,North,Comedy,1994
506,107756,Orlando,Drama|Fantasy|Romance,1992
507,107808,"Perfect World, A",Crime|Drama|Thriller,1993
508,107818,Philadelphia,Drama,1993
509,107822,The Piano,Drama|Romance,1993
510,107840,Poetic Justice,Drama,1993
511,107889,The Program,Action|Drama,1993
512,111003,The Puppet Masters,Horror|Sci-Fi,1994
513,110939,Radioland Murders,Comedy|Mystery|Romance,1994
514,110955,The Ref,Comedy,1994
515,107943,The Remains of the Day,Drama|Romance,1993
516,110971,Renaissance Man,Comedy|Drama,1994
517,107969,Rising Sun,Action|Drama|Mystery,1993
518,111001,The Road to Wellville,Comedy,1994
519,107978,RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller,1993
520,107977,Robin Hood: Men in Tights,Comedy,1993
521,107983,Romeo Is Bleeding,Crime|Thriller,1993
522,105275,Romper Stomper,Action|Drama,1992
523,108000,Ruby in Paradise,Drama,1993
524,108002,Rudy,Drama,1993
525,108026,The Saint of Fort Washington,Drama,1993
526,105032,Savage Nights,Drama,1992
527,108052,Schindler's List,Drama|War,1993
528,111094,The Scout,Comedy|Drama,1994
529,108065,Searching for Bobby Fischer,Drama,1993
530,111102,Second Best,Drama,1994
531,108071,The Secret Garden,Children|Drama,1993
532,111127,Serial Mom,Comedy|Crime|Horror,1994
533,111143,The Shadow,Action|Adventure|Fantasy|Mystery,1994
534,108101,Shadowlands,Drama|Romance,1993
535,108122,Short Cuts,Drama,1993
536,111194,"Simple Twist of Fate, A",Drama,1994
537,111201,Sirens,Drama,1994
538,108149,Six Degrees of Separation,Drama,1993
539,108160,Sleepless in Seattle,Comedy|Drama|Romance,1993
540,108162,Sliver,Thriller,1993
541,83658,Blade Runner,Action|Sci-Fi|Thriller,1982
542,108186,Son in Law,Comedy|Drama|Romance,1993
543,108174,So I Married an Axe Murderer,Comedy|Romance|Thriller,1993
544,108238,Striking Distance,Action|Crime,1993
546,108255,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993
547,111323,Surviving the Game,Action|Adventure|Thriller,1994
548,111400,Terminal Velocity,Action|Mystery|Thriller,1994
549,108328,Thirty-Two Short Films About Glenn Gould,Drama|Musical,1993
550,111418,Threesome,Comedy|Romance,1994
